Step,Scaffold,SMILES,bioactivity,raw_bioactivity,total_score,ID
46.0,c1ccc2c(C3CCC(N4CCN(C5CCCCC5)CC4)CC3)ccnc2c1,COc1ccc2nccc(C3CCC(N4CCN(C5CCCCC5)CC4)CC3)c2c1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_565
42.0,c1ccc(CN2CCC(N3CCNCC3)CC2Cc2ccco2)cc1,COCCN1CCN(C2CCN(Cc3ccccc3)C(Cc3ccc(C)o3)C2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_566
35.0,O=C(Cc1nnc2ccc(N3CCN(c4ccccc4)CC3)nn12)N1CCN(C2CCC2)CC1,COc1cccc(N2CCN(c3ccc4nnc(CC(=O)N5CCN(C6CCC6)CC5)n4n3)CC2)c1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_567
74.0,O=C(N1CCN(C2CCCCC2)CC1)N1CC(N2CCN(C3CCCCC3)CC2)C2(CCC2)C1,O=C(N1CCN(C2CCCCC2)CC1)N1CC(N2CCN(C3CCCCC3)CC2)C2(CCC2)C1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_568
54.0,c1ccc(C2CN(C3CCN(C4CCc5ccccc5C4)CC3)CC2N2CCNCC2)cc1,OCCN1CCN(C2CN(C3CCN(C4CCc5cc(F)ccc5C4)CC3)CC2c2ccc(O)cc2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_569
83.0,O=C(C1CN(C2CCCCCC2)CCN1)N1CCC(N2CCN(C3CCCCC3)CC2)CC1,O=C(C1CN(C2CCCCCC2)CCN1)N1CCC(N2CCN(C3CCCCC3)CC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_570
57.0,c1nncc2c3c(sc12)N(C1CCC(N2CCNCC2)CC1)CC3,COc1nnc(Cl)c2c3c(sc12)N(C1CCC(N2CCN(CCO)CC2)CC1)CC3,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_571
79.0,C1CCC(N2CCN(C3SCC3N3CCNCC3)CC2)CC1,OCCN1CCN(C2CSC2N2CCN(C3CCCCC3O)CC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_572
83.0,O=C(N1CC=N1)C12CCCC1CN(C1CCN(CC3CCCNC3)CC1)C2,O=C(N1CC=N1)C12CCCC1CN(C1CCN(CC3CCCN(CCO)C3)CC1)C2,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_573
49.0,O=C(C[SH+]CC(=O)Nc1ccc(N2CCN(C3CCCCC3)CC2)cc1)Nc1ccccc1,COc1cc(NC(=O)C[S+]([O-])CC(=O)Nc2ccc(N3CCN(C4CCCCC4)CC3)cc2)cc(OC)c1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_574
80.0,c1ccc(N=S2N=C(N3CCNCC3)c3ccc4ccccc4c3N2)cc1,OCCN1CCN(C2=NS(=Nc3ccc(F)cc3)Nc3c2ccc2ccccc32)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_575
74.0,O=C(N=C1C(N2CC3(CCC3)c3ccccc32)CCN1CCN1CCN(CCN2CCN(C3CCCCC3)CC2)CC1)NC1CCCCC1,O=C(N=C1C(N2CC3(CCC3)c3ccccc32)CCN1CCN1CCN(CCN2CCN(C3CCCCC3)CC2)CC1)NC1CCCCC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_576
71.0,C1CN(C2CCN(CC3CCOCC3)CC2)CCN1,COC1CN(CC2CCOCC2)CCC1N1CCN(CCO)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_577
35.0,O=C(Nc1ccccc1)c1ccc(CNC(=O)c2cccc3c2CCC(CCNCC2CCCN2)O3)cc1,CCN1CCCC1CNCCC1CCc2c(cccc2C(=O)NCc2ccc(C(=O)Nc3cccc(C(N)=O)c3)cc2)O1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_578
87.0,C1CCCC(N2CCC(N3CCN(C4CCCN(CCN5CCN(C6CCCCC6)CC5)C4)CC3)CC2)CCC1,C1CCCC(N2CCC(N3CCN(C4CCCN(CCN5CCN(C6CCCCC6)CC5)C4)CC3)CC2)CCC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_579
87.0,O=C(Nc1c[nH]c2ccccc12)N1CC(N2CCN(C3CCCCC3)CC2)C2C(N3CCNCC3)CCCC21,NC(=O)n1cc(NC(=O)N2CC(N3CCN(C4CCCCC4)CC3)C3C(N4CCN(CCO)CC4)CCCC32)c2ccccc21,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_580
47.0,O=C(C1CSC2CCC(=O)N21)N1CCN(C2CCCCC2)CC1,CC12CCC(=O)N1C(C(=O)N1CCN(C3CCCCC3)CC1)CS2,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_581
42.0,O=C(c1ccc(C=NN2CCN(C3CCC3)CC2)cc1)N1CCN(C2CCCCC2)CC1,O=C(c1ccc(C=NN2CCN(C3CCC3)CC2)cc1)N1CCN(C2CCCCC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_582
41.0,c1ccc(N=C2C(N3CCNCC3)CCN2CCN2CCCCCC2)cc1,OCCN1CCN(C2CCN(CCN3CCCCCC3)C2=Nc2cccc(Cl)c2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_583
87.0,O=C(N1CCN(C2CCCCC2)CC1)N1CCN(C2CCN(C3CCCCC3)CC2)CC1,CCCC1CCC(N2CCN(C(=O)N3CCN(C4CCN(C5CCCCC5)CC4)CC3)CC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_584
78.0,O=C(C1CCCCC1)C(CN1CCN(C2CCCCC2)CC1)N1CCN(C2CCN(C3CCCC3)CC2)CC1,O=C(C1CCCCC1)C(CN1CCN(C2CCCCC2)CC1)N1CCN(C2CCN(C3CCCC3)CC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_585
86.0,c1ccc2c(c1)CCc1ccccc1C2N1CCN(CCCN2CCN(C3CCCCC3)CC2)CC1,CC(C)C(CCN1CCN(C2CCCCC2)CC1)N1CCN(C2c3ccccc3CCc3ccccc32)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_586
80.0,O=C(N=c1[nH]c(C(=O)N2CCN(C3CCN(C4CCCCC4)CC3)CC2)cs1)N1CCN(C2CCN(C3CCCCC3)CC2)CC1,CC(C)c1sc(=NC(=O)N2CCN(C3CCN(C4CCCCC4)CC3)CC2)[nH]c1C(=O)N1CCN(C2CCN(C3CCCCC3)CC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_587
36.0,C1CCN(CC2CCCN2CC2CCNCC2)CC1,OCCN1CCC(CN2CCCC2CN2CCCCC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_588
73.0,O=C(CN1CCN(C2CCN(C3CCCCC3)CC2)CC1)N1CCN(C2CCCCC2)CC1,CC1CN(C2CCCCC2)CCN1C(=O)CN1CCN(C2CCN(C3CCCCC3)CC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_589
71.0,O=C(CN1CCCC1CCN1CCN(CC2CCCN2CCNCC(Cc2ccccc2)NCCNCCCc2ccccc2)C(=O)C1=O)N1CCN(C2CCCCC2)CC1,CCCC(N)CNC(CNC(O)CNC(CNC(CCN)CN1CCCC1CN1CCN(CCC2CCCN2CC(=O)N2CCN(C3CCCCC3)CC2)C(=O)C1=O)Cc1ccc(O)cc1)Cc1ccccc1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_590
86.0,c1ccc(N2CCN(C3CCC(N4CCC(N5CCCCC5)CC4)CC3)CC2)cc1,Cc1cc(C)cc(N2CCN(C3CCC(N4CCC(N5CCCCC5)CC4)CC3)CC2)c1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_591
72.0,O=C(c1cn[nH]c1)N1CCCC(N2CCNCC2)C1,CC(C)n1cc(C(=O)N2CCCC(N3CCN(CCO)CC3)C2)cn1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_592
74.0,O=C(Nc1cccc(C(=O)N2CCN(C3CCN(C4CCN(C5CCCCCCC5)CC4)CC3)CC2)c1)N1CCN(C2CCN(C3CCN(C(=O)c4ccccc4)CC3)CC2)CC1,O=C(Nc1cccc(C(=O)N2CCN(C3CCN(C4CCN(C5CCCCCCC5)CC4)CC3)CC2)c1)N1CCN(C2CCN(C3CCN(C(=O)c4ccc(Cl)cc4)CC3)CC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_593
36.0,O=C(c1ccc2c(c1)ncn2C1CCN(C2CCCCCCC2)CC1)N1CCN(C2CCC2)CC1,NC(=O)c1nc2cc(C(=O)N3CCN(C4CCC4)CC3)ccc2n1C1CCN(C2CCCCCCC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_594
57.0,O=C1Nc2ccc(S(=O)(=O)N3CCN(C4CCCCC4)CC3)cc2CN1C1CCN(C2CCCCCC2)CC1,O=C1Nc2cc(Cl)c(S(=O)(=O)N3CCN(C4CCCCC4)CC3)cc2CN1C1CCN(C2CCCCCC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_595
47.0,c1ccc(-c2cnc(N3CCCCC3)nc2)c(CCN2CCN(C3CCCCC3)CC2)c1,OCCC1CN(C2CCCCC2O)CCN1CCc1ccccc1-c1cnc(N2CCCCC2)nc1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_596
86.0,O=C(Nc1ccccc1)c1ccc(N2CCN(C3CCN(C4CCCCCCC4)CC3)CC2)nc1,CCOc1ccc(Cl)cc1NC(=O)c1ccc(N2CCN(C3CCN(C4CCCCCCC4)CC3)CC2)nc1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_597
55.0,C1CN(C2CCOC2)CCN1,OCCN1CCN(C2CCOC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_598
86.0,O=C1OCc2cc(CCN3CCN(C4CCC(N5CCNCC5)CC4)CC3)ccc21,O=C1OCc2cc(CCN3CCN(C4CCC(N5CCN(CCO)CC5)CC4)CC3)ccc21,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_599
48.0,O=C1C(N2CCN(C3CCCCC3)CC2)=CC2=NCCCN2C1c1cccc2ccccc12,CC1(C)CN=C2C=C(N3CCN(C4CCCCC4)CC3)C(=O)C(c3cccc4ccccc34)N2C1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_600
83.0,c1ccc2c(C3CCC(N4CCN(C5CCCN(C6CCCCC6)C5)CC4)CC3)ccnc2c1,COc1ccc2nccc(C3CCC(N4CCN(C5CCCN(C6CCCCC6)C5)CC4)CC3)c2c1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_601
79.0,O=c1c2sc(-c3ccccc3)cc2ncn1-c1ccc2c(c1)CCCC2CCN1CCN(C2CCNCC2)CC1,CN1CCC(N2CCN(CCC3CCCc4cc(-n5cnc6cc(-c7ccc(F)cc7)sc6c5=O)ccc43)CC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_602
55.0,C1CCC(N2CCN(CCN3CCN4CCN(C5CCCC5)CC4C3)CC2)CC1,CCC1CN2CCN(C3CCCC3)CC2CN1CCN1CCN(C2CCCCC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_603
45.0,O=C(CC1CC2CCCCC=C2N(CCC2=CCCCC2)C1=O)N1CCN(C2CCCCC2)CC1,COC(=O)C12CCCCC=C1N(CCC1=CCCCC1)C(=O)C(CC(=O)N1CCN(C3CCCCC3)CC1)C2,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_604
78.0,O=C(NCC(C1CCCN(C2CCN(CC3CCCCCCC3)CC2)C1)N1CCN(C2CCCCC2)CC1)Nc1ccccc1,O=C(NCC(C1CCCN(C2CCN(CC3CCCCCCC3)CC2)C1)N1CCN(C2CCCCC2)CC1)Nc1cccc(C(F)(F)F)c1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_605
71.0,O=C(Cn1c2ccccc2c2ccnc(CN3CCC(NC4CCc5cncn5C4)CC3)c21)N1CCN(C2CCCCC2)CC1,O=C(Cn1c2ccc(O)cc2c2ccnc(CN3CCC(NC4CCc5cncn5C4)CC3)c21)N1CCN(C2CCCCC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_606
80.0,O=C(CN1CCN(C2CCCCC2)CC1)NC1CCC(N2CCN3CC(NC(=O)c4ccccc4)C2CC2c4ccccc4CC23)C1,CC(C(=O)NC1CCC(N2CCN3CC(NC(=O)c4ccc(C(N)=O)cc4)C2CC2c4ccccc4CC23)C1)N1CCN(C2CCCCC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_607
84.0,N=c1[nH]oc2ccc(-n3nccc3C(=O)Nc3ccc(C(=O)N4CCN(C5CCN(C6CCCC6)CC5)CC4)cc3)cc12,CC(=N)c1nn(-c2ccc3o[nH]c(=N)c3c2)c(C(=O)Nc2ccc(C(=O)N3CCN(C4CCN(C5CCCC5)CC4)CC3)cc2F)c1F,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_608
84.0,c1ccc(CN2CCC(N3CCNCC3)CC2)cc1,O=[N+]([O-])c1cc(CN2CCC(N3CCN(CCO)CC3)CC2)ccc1Br,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_609
73.0,O=C1OC(CN2CCNCC2)CCN1C1CCC(N2CCN(Cc3ccc4c(c3)OCO4)CC2)CC1,O=C1OC(CN2CCN(CCO)CC2)CCN1C1CCC(N2CCN(Cc3ccc4c(c3)OCO4)CC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_610
74.0,O=C(Cn1cc(-c2cc[nH]c(=NC3CCCC3)n2)c2ccc(-c3cn[nH]c3)cc21)N1CCC(N2CCNCC2)CC1,NC1CN(C(=O)Cn2cc(-c3cc[nH]c(=NC4CCCC4)n3)c3ccc(-c4cn[nH]c4)cc32)CCC1N1CCN(CCO)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_611
74.0,O=C(CN1c2ccccc2CCC1CCN1CCN(C2CCCCC2)CC1)N1CCN(C2CCCCC2)CC1,O=C(CN1c2ccccc2CCC1CCN1CCN(C2CCCCC2)CC1)N1CCN(C2CCCCC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_612
80.0,O=C(NC1CCN(C2CCN(C3CCCCCCC3)CC2)C1)c1ccccc1NC(=O)N1CCN(C2CCN(C3CCN(C4CCCC4)CC3)CC2)CC1,O=C(NC1CCN(C2CCN(C3CCCCCCC3)CC2)C1)c1cc(C(F)(F)F)ccc1NC(=O)N1CCN(C2CCN(C3CCN(C4CCCC4)CC3)CC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_613
57.0,O=C(C1CCN(C2CCN(C3CCNCC3)CC2)CC1)N1CCN(C2CCCCC2)CC1,CCOC(=O)N1CCC(N2CCC(N3CCC(C(=O)N4CCN(C5CCCCC5)CC4)CC3)CC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_614
71.0,O=C1NCCN1C1CCC(N2CCN(C3CCN(C4CCCCC4)CC3)CC2)CC1,O=C1NCCN1C1CCC(N2CCN(C3CCN(C4CCCCC4)CC3)CC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_615
71.0,O=C1CCC(CCN2CC(N3CCCN(C4CCCCC4)CC3)C2)(c2ccccc2)CN1CC1CCCCC1,O=C1CCC(CCN2CC(N3CCCN(C4CCCCC4)CC3)C2)(c2ccc(Cl)c(Cl)c2)CN1CC1CCCCC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_616
74.0,O=C(Nc1sc2ncnc(N3CCNCC3)c2c1CN1CCC(N2CCNC2)CC1)c1cccc(C2CC2)n1,CN1CCN(C2CCN(C(O)c3c(NC(=O)c4nc(C5CC5)ccc4N)sc4ncnc(N5CCN(CCO)CC5)c34)CC2)C1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_617
71.0,O=C(c1ccccc1CN1CCN(C2CCCCC2)CC1)N1CCN(C2CCCCC2)CC1,O=C(c1ccc([N+](=O)[O-])cc1CN1CCN(C2CCCCC2)CC1)N1CCN(C2CCCCC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_618
53.0,c1ccc2c(c1)N=c1ncccc1=NC2N1CCN(C2CCN(C3COC3)CC2)CC1,Clc1ccc2c(c1)C(N1CCN(C3CCN(C4COC4)CC3)CC1)N=c1cccnc1=N2,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_619
86.0,O=C(NC1=NC(N2CCN(C3CCN(C4CCN(C5CCCCCCC5)CC4)CC3)CC2)NC1N1CCN(CCCN2CCN(C3CCCCC3)CC2)CC1)c1ccccc1,O=C(NC1=NC(N2CCN(C3CCN(C4CCN(C5CCCCCCC5)CC4)CC3)CC2)NC1N1CCN(CCCN2CCN(C3CCCCC3)CC2)CC1)c1ccc(Cl)cc1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_620
80.0,O=C(CCN1CCCN(C2CCCCC2)CC1)N1CCN(C2CCN(C3CCNCC3)CC2)CC1,COCC(=O)N1CCC(N2CCC(N3CCN(C(=O)CCN4CCCN(C5CCCCC5)CC4)CC3)CC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_621
80.0,O=C(OC1CCN(c2cc(=NC3CC3)[nH]cn2)CC1)N1CCC(N2CCN(C3CCN(C4CCCC4)CC3)CC2)CC1,O=C(OC1CCN(c2nc[nH]c(=NC3CC3)c2[N+](=O)[O-])CC1)N1CCC(N2CCN(C3CCN(C4CCCC4)CC3)CC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_622
80.0,O=C(N1CCOCC1)N1CCC(N2CCN(C3CCN(C4CCCCC4)CC3)CC2)C1,O=C(N1CCOCC1)N1CCC(N2CCN(C3CCN(C4CCCCC4)CC3)CC2)C1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_623
83.0,c1ccc(C(CN2CCN(C3CCN(C4CCCCC4)CC3)CC2)N2CCN(C3CCCCC3)CC2)cc1,Fc1ccc(C(CN2CCN(C3CCN(C4CCCCC4)CC3)CC2)N2CCN(C3CCCCC3)CC2)cc1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_624
36.0,c1ccc2c(C3CCC(N4CCNCC4)C3)c[nH]c2c1,OCCN1CCN(C2CCC(c3c[nH]c4ccccc34)C2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_625
41.0,c1ccc(CN2CCN(C3CCC(c4c[nH]c5ccccc45)CC3)CC2)cc1,Fc1ccc(CN2CCN(C3CCC(c4c[nH]c5ccc(F)cc45)CC3)CC2)cc1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_626
86.0,O=C(C#Cc1cc(C(=O)N2CCN(C3CCCCC3)CC2)c(C(=O)N2CCC(N3CCNCC3)C2)o1)N1CCN(C2CCCCCCC2)CC1,O=C(C#Cc1cc(C(=O)N2CCN(C3CCCCC3)CC2)c(C(=O)N2CCC(N3CCN(CCO)CC3)C2)o1)N1CCN(C2CCCCCCC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_627
80.0,C1CCC(N2CCN(CC3CNC3)CC2)CC1,OCCC1CN(C2CCCCC2)CCN1CC1CNC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_628
83.0,C1CCC(N2CCN(Cc3nc(CC4CC4)no3)CC2)C1,CCC1CN(C2CCCC2)CCN1Cc1nc(CC2CC2)no1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_629
74.0,O=C(NCc1ccco1)c1ccc(OC2CCCCC2N2CCN(C3CCCCC3)CC2)cc1,Cc1ccc(CNC(=O)c2ccc(OC3CCCCC3N3CCN(C4CCCCC4)CC3)cc2)o1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_630
57.0,O=C(NCCCCN1CCN(C2CCCCC2)CC1)C1(c2ccc3c(c2)OCO3)CCCC1,O=CC(CCCN1CCN(C2CCCCC2)CC1)NC(=O)C1(c2ccc3c(c2)OCO3)CCCC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_631
71.0,O=S(=O)(c1ccc(C(Cc2ccno2)C2CCC(N3CCNCC3)CC2)cc1)N1CCCC1,Cc1cc(CC(c2ccc(S(=O)(=O)N3CCCC3)cc2)C2CCC(N3CCN(CCO)CC3)CC2)on1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_632
55.0,O=C(C1CC(N2CCN(c3ccccc3N3CCNCC3)CC2)CN1)N1CCNCC1,CN1CCN(C(=O)C2CC(N3CCN(c4ccccc4N4CCN(CCO)CC4)CC3)CN2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_633
74.0,O=C(CN1CCCC1CN1CCN(C2CCCCC2)CC1)N1CCc2ccccc21,CCN(CC)C1CC(CN2CCN(C3CCCCC3)CC2)N(CC(=O)N2CC(C)(C)c3c(Cl)ccc(Cl)c32)C1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_634
80.0,O=C(NC1CCNCC1)C(NC(=O)N1CCN(C2CCN(C3CCCCC3)CC2)CC1)c1ccco1,CC1(C)CC(NC(=O)C(NC(=O)N2CCN(C3CCN(C4CCCCC4)CC3)CC2)c2ccco2)CC(C)(C)N1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_635
35.0,C1CCC(CCN2CCN(CC3CN(C4CC4)CCN3CC3CCCCC3)CC2)CC1,C1CCC(CCN2CCN(CC3CN(C4CC4)CCN3CC3CCCCC3)CC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_636
41.0,C1CCC(C2CCCCC2N2CCC3(CCC(N4CCN(C5CCCC5)CC4)CC3)CC2)C1,OC1(C2CCCC2)CCCCC1N1CCC2(CCC(N3CCN(C4CCCC4)CC3)CC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_637
87.0,C1CCC(C2CCCCC2N2CCCC(N3CCN(C4CCCCC4)CC3)C2)CC1,OC1(C2CCCCC2)CCCCC1N1CCCC(N2CCN(C3CCCCC3)CC2)C1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_638
83.0,O=S1(=O)CC(N2CCN(C3CCCCC3)CC2)C2CN(C3CCN(C4CCCCCCC4)CC3)CCN21,O=S1(=O)CC(N2CCN(C3CCCCC3)CC2)C2CN(C3CCN(C4CCCCCCC4)CC3)CCN21,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_639
73.0,O=C(NC1CC(N2CCNCC2)CCC1N1CCNCC1)c1ccc(-c2ccccc2)cc1,CCCCCCN(C(=O)c1ccc(-c2cc(F)cc(F)c2)cc1)C1CC(N2CCN(CCO)CC2)CCC1N1CCN(CCO)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_640
34.0,O=C(CN1CCNCC1)N1CCC(N2CCCN(C3CCCCC3)CC2)C(c2ccccc2)C1,O=C(CN1CCN(CCO)CC1)N1CCC(N2CCCN(C3CCCCC3)CC2)C(c2ccc(Cl)c(Cl)c2)C1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_641
87.0,c1ccc(C(CNCC2CCCN2CCN2CCN(C3CCCCC3)CC2)N2CCN(C3CCCCC3)CC2)cc1,CC(C)CC(CN1CCCC1CNCC(c1ccc(F)cc1)N1CCN(C2CCCCC2)CC1)N1CCN(C2CCCCC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_642
87.0,O=C(Nc1ccc(N2CCNCC2)cc1)c1ccccn1,O=C(Nc1ccc(N2CCN(CCO)CC2)c(C(F)(F)F)c1)c1ccc(C(F)(F)F)cn1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_643
34.0,C1CCC(N2CCN(C3CCC[SH+]C3)CC2)CC1,[O-][S+]1CCCC(N2CCN(C3CCCCC3)CC2)C1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_644
83.0,O=C(c1ccccc1)N1CCC(N2CCC(N3CCN(C4CCCc5ccccc54)CC3)CC2)CC1,CN(C)c1cccc2c1CCCC2N1CCN(C2CCN(C3CCN(C(=O)c4cc(C(F)(F)F)ccc4O)CC3)CC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_645
47.0,c1ccc(N=c2[nH]c(=Nc3ccc(N4CCNCC4)cn3)[nH]c3c2CN(C2CC(N4CCN(CC5CC5)CC4)C2)CC3)cc1,COCCNS(=O)(=O)c1ccccc1N=c1[nH]c(=Nc2ncc(N3CCN(CCO)CC3)cc2OC)[nH]c2c1CN(C1CC(N3CCN(CC4CC4)CC3)C1)CC2,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_646
87.0,O=C(CC1CCCN1)N1CCC(N2CCC(N3CCN(c4ccc(-c5ccccc5)nn4)CC3)CC2)CC1,COc1ccc(-c2ccc(N3CCN(C4CCN(C5CCN(C(=O)CC6CCCN6)CC5)CC4)CC3)nn2)cc1OC,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_647
79.0,O=C1N(CCCCN2CCN(c3ccccc3)CC2)CCN1CCC1CCNCC1,O=C1N(CCCCN2CCN(c3ccc(F)cc3)CC2)CCN1CCC1CCN(CCO)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_648
87.0,O=C(C1CSC2CCC(=O)N21)N1CCN(C2CCCCCCC2)CC1,CC12CCC(=O)N1C(C(=O)N1CCN(C3CCCCCCC3)CC1)CS2,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_649
34.0,O=S(=O)(N1CCCCCC1)N1CCN(C2CCN(C3CCCCCCC3)CC2)CC1,O=S(=O)(N1CCCCCC1)N1CCN(C2CCN(C3CCCCCCC3)CC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_650
87.0,O=C(C1CCCCC1)N1CCC(N2CCC(N3CCN(C(=O)N4C5CCCN4CCC5)CC3)CC2)CC1,O=C(C1CCCCC1)N1CCC(N2CCC(N3CCN(C(=O)N4C5CCCN4CCC5)CC3)CC2)CC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_651
34.0,C1CCC(CCN2CCN(C3CCCC3)CC2)CC1,OCCC1CN(C2CCCC2)CCN1CCC1CCCCC1,0.6000000238418579,0.6000000238418579,0.6000000238418579,fine-tune predictive component_652
